image_id,magazine_id,image_number,in_out,explicit,symbol,weapon,gruesome,narrative,strength,caption
D7_1,D7,1,1,0,0,0,0,6,1,0
D7_2,D7,2,0,0,8,1,0,4,2,1
D7_3,D7,3,0,0,8,1,0,4,2,1
D7_4,D7,4,1,0,8,0,1,4,2,1
D7_5,D7,5,0,0,0,0,1,5,2,1
D7_6,D7,6,1,0,0,0,0,6,1,1
D7_7,D7,7,1,0,0,0,1,4,2,1
D7_8,D7,8,0,0,0,1,0,0,0,0
D7_9,D7,9,0,0,0,1,0,7,0,0
D7_10,D7,10,0,0,0,1,0,3,1,0
D7_11,D7,11,0,0,0,1,0,0,0,0
D7_12,D7,12,-99,-99,0,0,0,0,0,0
D7_13,D7,13,1,0,0,0,0,6,1,1
D7_14,D7,14,1,0,0,0,0,6,2,1
D7_15,D7,15,0,1,0,1,0,0,0,0
D7_16,D7,16,1,0,0,0,0,6,2,1
D7_17,D7,17,0,0,0,0,0,7,2,1
D7_18,D7,18,0,0,0,1,0,7,1,0
D7_19,D7,19,0,0,0,0,0,0,0,0
D7_20,D7,20,1,0,0,0,0,0,0,0
D7_21,D7,21,1,0,8,0,0,0,0,0
D7_22,D7,22,0,0,8,1,0,4,1,1
D7_23,D7,23,0,0,8,0,0,0,0,1
D7_24,D7,24,1,1,5,1,0,7,1,1
D7_25,D7,25,1,0,0,0,0,0,0,1
D7_26,D7,26,0,0,8,1,0,4,1,1
D7_27,D7,27,0,0,0,1,0,1,0,0
D7_28,D7,28,0,0,0,0,0,3,1,1
D7_29,D7,29,0,0,2,1,0,7,1,1
D7_30,D7,30,0,0,2,1,0,0,0,1
D7_31,D7,31,0,0,2,1,0,7,0,1
D7_32,D7,32,0,0,2,0,0,0,0,1
D7_33,D7,33,0,0,2,0,0,3,1,1
D7_34,D7,34,-99,-99,0,1,0,0,0,0
D7_35,D7,35,0,0,0,0,0,0,0,1
D7_36,D7,36,0,0,0,0,0,0,0,1
D7_37,D7,37,1,0,0,1,0,7,1,1
D7_38,D7,38,1,0,0,0,0,4,2,1
D7_39,D7,39,0,0,2,1,0,7,1,1
D7_40,D7,40,0,0,0,0,0,7,2,1
D7_41,D7,41,1,0,0,0,1,4,2,0
D7_42,D7,42,1,0,0,0,0,4,2,1
D7_43,D7,43,0,0,0,0,1,4,2,1
D7_44,D7,44,0,0,0,0,1,4,2,1
D7_45,D7,45,0,0,2,1,0,7,1,0
D7_46,D7,46,0,0,2,0,0,0,0,0
D7_47,D7,47,0,0,0,0,0,0,0,0
D7_48,D7,48,0,0,0,0,1,7,0,1
D7_49,D7,49,0,0,0,1,0,3,0,1
D7_50,D7,50,0,0,0,0,1,0,0,0
D7_51,D7,51,0,0,0,1,0,0,0,1
D7_52,D7,52,1,0,0,0,0,0,0,1
D7_53,D7,53,1,0,0,0,0,6,1,1
D7_54,D7,54,1,0,0,0,0,6,2,1
D7_55,D7,55,1,0,0,0,0,7,2,1
D7_56,D7,56,1,0,0,0,0,7,2,1
D7_57,D7,57,1,0,0,0,0,4,2,1
D7_58,D7,58,1,0,0,0,0,1,1,1
D7_59,D7,59,1,0,0,0,0,1,1,1
D7_60,D7,60,1,0,0,0,0,6,1,1
D7_61,D7,61,1,0,0,0,0,6,1,1
D7_62,D7,62,1,0,0,0,0,0,1,1
D7_63,D7,63,1,0,0,0,0,0,1,1
D7_64,D7,64,1,0,0,0,1,4,2,1
D7_65,D7,65,1,0,8,0,0,0,0,0
D7_66,D7,66,1,0,0,1,0,8,1,0
D7_67,D7,67,1,0,0,0,0,6,2,0
D7_68,D7,68,1,0,0,0,0,5,1,0
D7_69,D7,69,0,0,0,0,1,5,2,0
D7_70,D7,70,0,0,0,0,0,0,0,0
D7_71,D7,71,0,0,2,0,0,0,0,0
D7_72,D7,72,0,0,0,0,0,0,0,0
D7_73,D7,73,-99,-99,0,1,0,7,1,1
D7_74,D7,74,0,0,2,1,0,7,1,0
D7_75,D7,75,0,0,2,1,0,0,0,0
D7_76,D7,76,0,0,2,0,0,0,0,1
D7_77,D7,77,0,0,0,0,0,3,0,1
D7_78,D7,78,1,0,0,0,0,5,1,1
D7_79,D7,79,1,0,0,0,0,0,0,1
D7_80,D7,80,1,0,0,0,0,0,0,1
D7_81,D7,81,1,0,0,1,0,0,0,1
D7_82,D7,82,1,0,0,0,0,0,0,0
D7_83,D7,83,-99,-99,0,0,0,0,0,0
D7_84,D7,84,1,0,0,0,0,0,0,0
D7_85,D7,85,0,0,5,0,0,2,1,0
D7_86,D7,86,0,0,0,0,0,0,0,0
D7_87,D7,87,-99,-99,0,0,0,2,1,0
D7_88,D7,88,0,0,0,1,0,7,1,0
D8_1,D8,1,-99,1,5,0,0,0,0,0
D8_2,D8,2,-99,-99,3,0,0,0,0,0
D8_3,D8,3,0,0,2,1,0,3,1,0
D8_4,D8,4,0,0,0,0,1,7,2,1
D8_5,D8,5,0,0,0,0,0,0,0,1
D8_6,D8,6,1,0,0,0,0,7,2,1
D8_7,D8,7,1,0,0,0,0,6,1,1
D8_8,D8,8,0,0,0,0,1,7,1,1
D8_9,D8,9,1,0,0,0,0,6,2,0
D8_10,D8,10,1,1,0,0,0,6,1,1
D8_11,D8,11,1,0,0,0,0,0,0,1
D8_12,D8,12,1,0,0,0,0,0,0,1
D8_13,D8,13,1,0,0,0,0,0,0,1
D8_14,D8,14,0,0,2,1,0,7,1,0
D8_15,D8,15,-99,0,0,0,0,0,0,0
D8_16,D8,16,0,0,0,1,0,3,1,0
D8_17,D8,17,1,0,0,1,0,0,0,1
D8_18,D8,18,0,0,2,1,0,7,2,1
D8_19,D8,19,0,0,2,0,0,0,0,1
D8_20,D8,20,0,0,2,0,0,0,0,1
D8_21,D8,21,1,0,0,0,1,0,0,0
D8_22,D8,22,1,0,0,1,0,7,1,1
D8_23,D8,23,0,0,0,0,1,7,2,1
D8_24,D8,24,0,0,0,1,1,7,2,1
D8_25,D8,25,1,0,0,1,0,7,1,1
D8_26,D8,26,0,0,2,0,0,0,0,1
D8_27,D8,27,0,0,2,1,0,0,0,1
D8_28,D8,28,0,0,2,1,0,0,0,1
D8_29,D8,29,0,0,0,1,1,4,2,0
D8_30,D8,30,0,0,0,1,0,4,2,0
D8_31,D8,31,0,0,0,0,0,2,1,0
D8_32,D8,32,0,0,0,0,0,2,1,0
D8_33,D8,33,0,0,0,0,0,2,1,0
D8_34,D8,34,0,0,0,0,0,2,1,0
D8_35,D8,35,0,0,0,0,0,2,1,0
D8_36,D8,36,0,0,0,0,0,2,1,0
D8_37,D8,37,0,0,0,0,0,2,1,0
D8_38,D8,38,1,0,0,1,0,3,1,0
D8_39,D8,39,1,0,0,0,0,0,0,1
D8_40,D8,40,1,0,0,0,0,0,0,1
D8_41,D8,41,0,1,2,0,0,0,0,1
D8_42,D8,42,-99,-99,3,0,0,2,1,1
D8_43,D8,43,0,1,0,0,0,2,1,1
D8_44,D8,44,-99,-99,0,0,0,0,0,0
D8_45,D8,45,0,0,2,0,0,2,1,0
D8_46,D8,46,0,0,0,1,0,0,0,0
D8_47,D8,47,0,0,0,0,0,3,2,1
D8_48,D8,48,0,0,0,0,1,7,2,1
D8_49,D8,49,0,0,2,0,0,0,0,1
D8_50,D8,50,-99,-99,0,0,0,0,0,0
D8_51,D8,51,-99,-99,0,0,0,0,0,0
D8_52,D8,52,0,1,3,0,0,2,1,1
D8_53,D8,53,-99,-99,5,0,0,2,1,1
D8_54,D8,54,0,0,0,1,0,7,2,0
D8_55,D8,55,0,0,0,1,0,7,1,0
D8_56,D8,56,0,0,0,1,0,7,2,0
D8_57,D8,57,0,0,0,1,0,0,0,0
D8_58,D8,58,0,0,0,1,0,0,0,1
D8_59,D8,59,0,0,2,1,0,7,2,1
D8_60,D8,60,0,1,0,0,0,0,0,0
D8_61,D8,61,0,0,0,1,0,7,2,0
D8_62,D8,62,0,0,0,1,0,3,1,0
D8_63,D8,63,0,0,0,1,0,7,2,0
D8_64,D8,64,0,0,0,1,0,0,0,0
D8_65,D8,65,0,1,0,0,0,0,0,0
D8_66,D8,66,-99,-99,4,0,0,0,0,1
D8_67,D8,67,1,0,0,0,0,1,1,0
D8_68,D8,68,1,0,0,0,0,1,1,1
D8_69,D8,69,1,0,0,0,0,0,0,1
D8_70,D8,70,0,1,2,0,0,0,0,1
D8_71,D8,71,0,1,5,0,0,0,0,0
D8_72,D8,72,0,0,5,0,0,2,1,1
D8_73,D8,73,1,0,0,0,0,6,2,1
D8_74,D8,74,1,0,0,0,0,6,1,1
D8_75,D8,75,1,0,0,1,0,0,0,1
D8_76,D8,76,1,0,0,0,0,0,0,1
D8_77,D8,77,0,1,2,0,0,0,0,1
D8_78,D8,78,1,0,0,0,0,0,0,1
D8_79,D8,79,1,0,0,0,0,0,0,1
D8_80,D8,80,1,0,0,0,0,0,0,1
D8_81,D8,81,0,0,0,1,0,0,0,0
D8_82,D8,82,1,0,0,0,0,0,0,1
D8_83,D8,83,1,0,0,0,0,0,0,1
D8_84,D8,84,1,0,0,0,0,0,0,1
D8_85,D8,85,-99,-99,3,0,0,0,0,0
D8_86,D8,86,0,0,0,0,0,3,1,0
D8_87,D8,87,0,0,0,0,0,0,0,1
D8_88,D8,88,0,0,0,1,0,0,0,0
D8_89,D8,89,0,0,0,0,0,0,0,0
D8_90,D8,90,1,0,0,0,0,0,0,1
D8_91,D8,91,1,0,0,0,0,0,0,1
D8_92,D8,92,1,0,0,0,0,5,2,1
D8_93,D8,93,-99,-99,3,0,0,0,0,0
D9_1,D9,1,1,0,0,0,0,6,2,1
D9_2,D9,2,0,0,0,1,0,0,0,0
D9_3,D9,3,1,0,0,0,0,6,2,1
D9_4,D9,4,0,0,0,0,0,0,0,1
D9_5,D9,5,0,0,0,0,0,0,0,1
D9_6,D9,6,0,0,0,1,0,0,0,0
D9_7,D9,7,-99,0,0,0,0,0,0,1
D9_8,D9,8,0,0,0,1,0,7,2,1
D9_9,D9,9,0,0,0,1,0,7,2,1
D9_10,D9,10,0,0,0,1,0,7,2,1
D9_11,D9,11,1,0,0,1,0,6,2,1
D9_12,D9,12,0,0,0,1,0,0,0,0
D9_13,D9,13,0,0,0,1,0,0,0,0
D9_14,D9,14,0,0,0,1,0,7,1,0
D9_15,D9,15,-99,-99,3,0,0,0,0,0
D9_16,D9,16,1,1,0,0,0,7,2,1
D9_17,D9,17,1,0,0,0,0,0,0,1
D9_18,D9,18,1,1,0,0,0,7,2,1
D9_19,D9,19,1,0,0,0,0,0,0,0
D9_20,D9,20,1,0,0,0,0,6,1,1
D9_21,D9,21,1,1,0,0,0,0,0,1
D9_22,D9,22,1,0,0,1,0,6,2,1
D9_23,D9,23,0,0,0,0,0,2,1,0
D9_24,D9,24,0,0,0,0,0,2,2,1
D9_25,D9,25,0,0,0,0,0,2,2,1
D9_26,D9,26,0,0,0,0,0,2,2,1
D9_27,D9,27,0,0,0,0,0,2,2,1
D9_28,D9,28,0,0,0,1,0,0,0,0
D9_29,D9,29,0,0,2,1,0,7,2,0
D9_30,D9,30,0,0,0,1,0,0,0,0
D9_31,D9,31,0,0,0,1,0,4,2,1
D9_32,D9,32,0,0,0,1,0,0,0,1
D9_33,D9,33,0,0,0,0,0,0,0,1
D9_34,D9,34,0,0,0,1,0,0,0,1
D9_35,D9,35,0,0,0,0,0,0,0,1
D9_36,D9,36,0,0,0,0,0,0,0,1
D9_37,D9,37,0,0,0,0,0,0,0,1
D9_38,D9,38,0,0,0,0,0,2,1,1
D9_39,D9,39,0,0,0,1,0,7,1,1
D9_40,D9,40,0,0,0,0,0,3,1,0
D9_41,D9,41,0,1,0,0,0,7,2,1
D9_42,D9,42,0,0,0,1,0,7,2,1
D9_43,D9,43,0,1,0,0,0,7,2,1
D9_44,D9,44,0,0,5,0,0,0,0,1
D9_45,D9,45,0,0,0,1,0,7,2,0
D9_46,D9,46,0,0,0,1,0,7,2,1
D9_47,D9,47,0,1,0,0,0,7,2,1
D9_48,D9,48,0,0,2,1,1,4,2,1
D9_49,D9,49,-99,-99,0,0,0,0,0,1
D9_50,D9,50,0,0,8,1,0,4,2,1
D9_51,D9,51,1,0,0,0,1,4,2,0
D9_52,D9,52,0,0,8,1,0,4,2,0
D9_53,D9,53,0,0,0,0,0,4,2,0
D9_54,D9,54,1,0,8,0,0,0,0,0
D9_55,D9,55,0,0,0,0,0,2,2,1
D9_56,D9,56,0,0,0,1,0,0,0,1
D9_57,D9,57,0,0,0,1,0,7,2,1
D9_58,D9,58,0,0,0,1,0,7,1,1
D9_59,D9,59,0,1,0,0,0,7,2,1
D9_60,D9,60,0,0,8,1,0,4,2,1
D9_61,D9,61,0,0,0,1,0,7,2,1
D9_62,D9,62,1,0,0,0,0,4,1,1
D9_63,D9,63,0,0,0,0,0,2,2,1
D9_64,D9,64,-99,-99,1.5,0,0,0,0,0
D9_65,D9,65,0,0,0,1,0,7,2,1
D9_66,D9,66,0,0,0,1,0,7,2,1
D9_67,D9,67,-99,-99,0,0,0,5,2,1
D9_68,D9,68,0,0,0,0,0,3,2,1
D9_69,D9,69,1,0,0,0,0,0,0,0
D9_70,D9,70,0,1,2,0,0,0,0,0
D9_71,D9,71,0,0,2,0,0,0,1,1
D9_72,D9,72,-99,-99,0,0,0,0,0,0
D9_73,D9,73,0,0,2,0,0,3,1,0
D9_74,D9,74,0,0,0,1,0,7,1,0
D9_75,D9,75,0,1,5,0,0,0,0,0
D9_76,D9,76,0,1,5,1,0,0,0,0
D9_77,D9,77,0,0,8,0,0,0,0,1
D9_78,D9,78,1,1,5,0,0,2,1,1
D9_79,D9,79,1,0,0,0,0,6,2,1
D9_80,D9,80,1,0,0,0,0,0,0,1
D9_81,D9,81,0,0,5,0,0,4,1,0
D9_82,D9,82,0,0,0,1,0,4,2,0
D9_83,D9,83,0,0,2,1,0,3,2,1
D9_84,D9,84,-99,-99,2,0,0,2,1,0
D9_85,D9,85,1,0,0,0,0,6,2,0
D9_86,D9,86,1,0,0,0,0,6,2,1
D9_87,D9,87,1,0,0,0,0,6,2,1
D9_88,D9,88,1,0,0,1,0,6,2,1
D9_89,D9,89,1,0,0,0,0,6,2,1
D9_90,D9,90,1,0,0,0,0,6,2,1
D9_91,D9,91,1,0,0,0,0,6,2,1
D9_92,D9,92,1,0,0,1,0,0,0,1
D9_93,D9,93,1,0,0,0,0,6,2,1
D9_94,D9,94,1,0,0,1,0,6,2,1
D9_95,D9,95,1,0,0,1,0,0,0,1
D9_96,D9,96,1,0,0,0,0,6,2,1
D9_97,D9,97,1,1,0,0,0,6,1,1
D9_98,D9,98,1,0,0,0,0,6,1,1
D9_99,D9,99,1,1,0,0,0,6,2,1
D9_100,D9,100,1,0,0,0,0,6,2,1
D9_101,D9,101,-99,-99,0,0,0,0,0,0
D9_102,D9,102,0,0,2,0,0,0,0,0
D9_103,D9,103,-99,0,0,1,0,0,0,0
D9_104,D9,104,-99,0,0,0,0,0,0,0
D9_105,D9,105,-99,0,0,0,0,0,0,0
D9_106,D9,106,-99,1,0,0,0,0,0,0
D9_107,D9,107,-99,1,0,0,0,0,0,0
D9_108,D9,108,-99,0,0,0,0,0,0,0
D9_109,D9,109,-99,0,0,0,0,0,0,0
D9_110,D9,110,-99,1,0,0,0,0,0,0
D9_111,D9,111,-99,0,0,0,0,0,0,0
D9_112,D9,112,-99,0,0,0,0,0,0,0
D9_113,D9,113,1,0,0,0,0,6,2,1
D9_114,D9,114,1,0,0,0,0,6,2,1
D9_115,D9,115,-99,0,0,0,0,0,0,1
D9_116,D9,116,0,0,0,0,0,2,2,1
D9_117,D9,117,1,0,0,0,0,0,0,1
D9_118,D9,118,-99,1,5,0,0,0,0,0
D9_119,D9,119,0,0,2,1,0,7,2,1
D9_120,D9,120,1,0,0,0,0,0,0,1
D9_121,D9,121,0,0,2,1,0,7,1,0
D9_122,D9,122,1,0,0,0,0,6,1,1
D9_123,D9,123,0,0,0,1,0,0,0,1
D9_124,D9,124,0,0,0,1,0,7,2,1
D9_125,D9,125,0,1,0,0,0,7,2,1
D9_126,D9,126,0,0,0,1,0,7,2,1
D9_127,D9,127,0,0,0,1,0,7,1,1
D9_128,D9,128,0,0,8,1,0,4,2,1
D9_129,D9,129,0,0,2,1,0,4,2,1
D9_130,D9,130,0,0,0,1,0,0,0,1
D9_131,D9,131,0,0,2,1,0,0,0,1
D9_132,D9,132,-99,1,0,0,0,7,1,1
D9_133,D9,133,0,0,0,1,0,0,0,0
D10_1,D10,1,0,1,2,0,0,0,0,0
D10_2,D10,2,1,0,0,0,0,7,1,1
D10_3,D10,3,1,0,0,0,0,7,2,1
D10_4,D10,4,1,0,0,0,1,7,2,1
D10_5,D10,5,1,0,0,0,0,7,1,1
D10_6,D10,6,0,0,0,0,0,0,0,1
D10_7,D10,7,0,0,0,0,0,0,0,1
D10_8,D10,8,1,0,0,0,0,7,1,1
D10_9,D10,9,1,0,0,0,0,7,1,0
D10_10,D10,10,0,0,0,0,0,0,0,0
D10_11,D10,11,0,0,0,0,0,0,0,0
D10_12,D10,12,0,0,0,0,0,0,0,0
D10_13,D10,13,0,0,0,1,0,0,0,0
D10_14,D10,14,0,0,0,0,0,0,0,0
D10_15,D10,15,0,0,0,0,0,0,0,0
D10_16,D10,16,0,0,0,0,0,0,0,0
D10_17,D10,17,1,0,0,0,0,4,1,0
D10_18,D10,18,1,0,0,1,0,4,1,0
D10_19,D10,19,0,0,0,0,0,0,0,0
D10_20,D10,20,0,0,0,0,0,0,0,0
D10_21,D10,21,0,0,0,0,0,0,0,0
D10_22,D10,22,0,0,0,0,0,0,0,0
D10_23,D10,23,0,0,0,0,0,0,0,0
D10_24,D10,24,0,0,0,1,0,0,0,0
D10_25,D10,25,1,0,0,0,0,0,0,0
D10_26,D10,26,1,0,0,0,0,6,1,1
D10_27,D10,27,1,0,0,0,0,6,2,1
D10_28,D10,28,1,0,0,0,0,6,2,1
D10_29,D10,29,1,0,0,0,0,6,2,1
D10_30,D10,30,1,0,2,0,0,6,2,1
D10_31,D10,31,1,0,0,0,0,6,2,1
D10_32,D10,32,0,0,0,1,0,2,1,0
D10_33,D10,33,0,0,0,1,0,0,0,0
D10_34,D10,34,0,0,0,1,0,3,2,0
D10_35,D10,35,-99,-99,0,0,0,0,0,0
D10_36,D10,36,-99,-99,1,0,0,0,0,0
D10_37,D10,37,0,0,0,1,0,3,2,1
D10_38,D10,38,0,0,2,0,0,0,0,1
D10_39,D10,39,0,0,0,1,0,4,1,0
D10_40,D10,40,-99,-99,0,0,0,0,0,0
D10_41,D10,41,0,0,0,1,0,4,1,0
D10_42,D10,42,0,0,0,1,0,4,1,0
D10_43,D10,43,0,0,2,1,0,7,1,0
D10_44,D10,44,0,0,0,1,0,7,2,1
D10_45,D10,45,0,0,2,0,0,0,0,1
D10_46,D10,46,0,0,0,0,0,0,0,1
D10_47,D10,47,0,0,0,1,0,7,1,1
D10_48,D10,48,0,0,0,1,0,0,0,1
D10_49,D10,49,0,0,2,0,0,0,0,1
D10_50,D10,50,0,0,2,1,0,7,1,1
D10_51,D10,51,0,0,0,0,0,7,1,1
D10_52,D10,52,0,0,0,0,0,2,2,1
D10_53,D10,53,1,0,0,1,0,7,1,0
D10_54,D10,54,0,1,6,1,0,7,1,0
D10_55,D10,55,0,1,6,1,0,7,1,0
D10_56,D10,56,1,0,0,0,0,6,2,1
D10_57,D10,57,1,0,0,1,0,6,2,1
D10_58,D10,58,0,0,0,0,0,5,2,1
D10_59,D10,59,1,0,0,0,0,0,1,1
D10_60,D10,60,1,0,0,0,0,0,1,1
D10_61,D10,61,0,0,0,1,0,7,1,1
D10_62,D10,62,1,0,0,0,0,6,0,1
D10_63,D10,63,-99,-99,3,0,0,0,0,0
D10_64,D10,64,0,0,2,1,0,0,0,0
D10_65,D10,65,0,0,0,0,0,0,0,0
D10_66,D10,66,0,0,0,1,0,7,1,0
D10_67,D10,67,0,0,0,1,0,0,0,0
D10_68,D10,68,0,0,0,1,0,0,0,0
D10_69,D10,69,-99,-99,0,0,0,0,0,0
D10_70,D10,70,1,0,0,0,0,0,0,0
D10_71,D10,71,0,0,0,0,1,5,1,0
D10_72,D10,72,1,0,0,0,0,6,1,0
D10_73,D10,73,-99,-99,0,0,0,0,0,0
D10_74,D10,74,-99,-99,3,0,0,0,0,0
D10_75,D10,75,0,0,0,1,0,0,0,1
D10_76,D10,76,1,0,0,0,0,7,1,1
D10_77,D10,77,0,1,0,0,0,2,1,0
D10_78,D10,78,0,0,0,1,0,0,0,0
D10_79,D10,79,0,0,0,0,0,0,0,0
D10_80,D10,80,0,0,0,1,0,0,0,0
D10_81,D10,81,0,1,5,0,0,0,0,0
D10_82,D10,82,1,0,0,1,0,6,1,1
D10_83,D10,83,1,0,2,1,0,6,1,1
D10_84,D10,84,0,0,0,0,0,3,1,0
D10_85,D10,85,0,0,2,1,0,0,0,0
D10_86,D10,86,0,0,0,0,0,2,1,0
D10_87,D10,87,-99,-99,0,0,0,0,0,0
D10_88,D10,88,0,0,0,0,0,2,1,0
D10_89,D10,89,-99,-99,0,1,1,0,0,0
D10_90,D10,90,0,0,0,0,0,2,2,0
D10_91,D10,91,0,1,2,0,0,0,0,0
D10_92,D10,92,0,0,2,1,0,6,1,1
D10_93,D10,93,1,0,0,1,0,6,1,1
D10_94,D10,94,1,0,0,0,0,6,1,1
D10_95,D10,95,0,0,0,0,0,2,1,1
D10_96,D10,96,0,0,0,0,0,2,2,1
D10_97,D10,97,0,0,0,0,0,2,2,1
D10_98,D10,98,1,0,0,0,0,6,2,1
D10_99,D10,99,1,0,0,0,0,2,1,1
D10_100,D10,100,0,0,0,0,0,2,1,1
D10_101,D10,101,0,0,2,0,0,2,1,1
D10_102,D10,102,0,0,0,0,1,4,2,1
D10_103,D10,103,0,0,0,1,0,2,2,1
